Entity,Code,Year,Dementia,Cardiovascular diseases,Kidney disease,Respiratory disease,Liver disease,"Diabetes, blood and endocrine disease",Digestive disease,Hepatitis,Cancers,Parkinson's disease,Fire,Malaria,Drowning,Homicide,HIV/AIDS,Drug disorder,Tuberculosis,Road incidents,Maternal deaths,Neonatal deaths,Alcohol disorder,Natural disasters,Diarrheal diseases,Heat-related deaths (hot or cold exposure),Nutritional deficiencies,Suicide,Execution,Meningitis (deaths),Lower respiratory infections (deaths),Intestinal infectious diseases (deaths),Protein-energy malnutrition (deaths),Conflict (deaths),Terrorism (deaths)
Haiti,HTI,1993,633,23447,1412,2834,1148,5362,2339,116,6982,47,724,14,1496,902,5135,38,2439,2933,1275,7561,174,14,9138,149,1855,629,,1609.082738313823,7492.574706447673,6.54899663018,1532.1457345132483,,
Haiti,HTI,1994,652,23624,1427,2828,1149,5439,2317,114,7103,49,693,14,1426,909,6400,39,2330,2871,1293,7463,174,1166,8915,145,1783,640,,1555.655927417593,7347.4656475827405,6.41801594514,1432.498532413494,0,87
Haiti,HTI,1995,673,23650,1446,2821,1152,5491,2299,113,7189,51,666,15,1417,934,7765,40,2182,2870,1290,7397,177,0,8355,144,1717,662,,1573.6109060108308,7337.999795603988,6.16750746069,1355.774700801952,14,16
Haiti,HTI,1996,689,23345,1439,2778,1134,5479,2262,110,7198,52,645,15,1362,930,9180,41,2053,2802,1297,7363,176,87,7739,139,1655,660,,1485.7592154614333,7330.8168579072735,6.25032399743,1292.9057446409008,18,14
Haiti,HTI,1997,707,23170,1446,2756,1126,5505,2240,108,7240,54,627,12,1319,940,10602,42,1947,2778,1305,7357,176,0,7095,137,1601,668,,1454.1063969538372,7362.531863749145,6.31715040639,1234.8877099920103,0,9
Haiti,HTI,1998,723,23053,1485,2736,1122,5577,2219,105,7292,56,608,12,1293,949,11991,44,1862,2744,1372,7314,176,197,6634,133,1536,677,,1406.334960495657,7230.19716368613,6.35035307652,1166.4252995742816,0,0
Haiti,HTI,1999,742,23217,1539,2727,1133,5702,2217,102,7415,57,584,12,1231,931,13303,45,1792,2736,1420,7177,178,14,6237,133,1458,694,,1361.062203409073,7106.072491746695,6.45515759982,1105.2792619115664,12,3
Haiti,HTI,2000,760,23192,1575,2696,1135,5763,2195,98,7488,59,555,11,1199,916,14479,46,1708,2699,1468,6995,180,12,5909,127,1374,704,,1303.865975820811,6908.029737712518,6.49627830108,1039.3988893912824,11,5
Haiti,HTI,2001,776,23163,1606,2676,1134,5835,2185,94,7569,61,538,11,1168,920,15492,47,1643,2667,1534,6919,181,27,5775,124,1330,713,,1257.0529857438369,6777.937950062954,6.69254552462,1006.6201551356787,25,0
Haiti,HTI,2002,793,23055,1632,2661,1133,5887,2185,92,7635,62,528,11,1143,819,16280,48,1589,2660,1532,6947,182,32,5735,122,1313,724,,1225.007425796186,6704.621090571126,7.01032836741,984.5264527353747,15,0
Haiti,HTI,2003,811,23291,1681,2684,1150,6028,2211,92,7783,64,525,11,1154,758,16834,50,1555,2692,1545,7022,186,91,5751,122,1315,744,,1197.480761340968,6652.412735553256,7.44374174544,964.8313870036609,37,4
Haiti,HTI,2004,830,23506,1726,2705,1164,6160,2236,91,7924,66,524,10,1150,710,17152,51,1514,2709,1615,7130,189,5630,5783,122,1322,757,,1176.6399788106144,6615.493866583842,7.80697928347,949.0726000733293,285,7
Haiti,HTI,2005,848,23838,1780,2743,1185,6315,2273,91,8090,69,526,10,1166,680,17178,53,1522,2750,1652,7244,193,78,5768,123,1331,777,,1163.3574612921825,6620.085579885696,8.31231790724,939.9323714712091,40,1
Haiti,HTI,2006,869,24170,1837,2781,1211,6488,2308,91,8277,71,528,12,1171,663,16798,55,1499,2799,1617,7343,198,11,5717,123,1331,798,,1163.2601721269796,6653.5829245282475,8.7135259604,909.7751200530288,128,2
Haiti,HTI,2007,888,24415,1882,2810,1233,6628,2336,91,8441,73,528,12,1176,645,15796,56,1496,2827,1576,7411,203,151,5571,123,1317,816,,1152.7993001756681,6644.601457639335,9.17263591071,872.6763953457416,0,1
Haiti,HTI,2008,916,24793,1928,2851,1261,6788,2368,91,8643,76,527,12,1169,662,14512,58,1484,2854,1529,7452,208,725,5411,122,1303,830,,1149.588585408815,6650.217989600679,9.57836282919,844.7381504592493,,
Haiti,HTI,2009,943,25176,1975,2887,1291,6953,2392,90,8852,78,524,12,1161,673,13327,60,1472,2875,1479,7433,214,22,5204,121,1280,847,,1145.3827758725304,6645.011353235094,9.97643267632,819.1468108247236,,
Haiti,HTI,2010,974,25683,2029,2934,1323,7138,2416,90,9079,81,519,12,1155,693,12262,62,1495,2883,1445,7326,220,231285,9135,120,1250,865,,1132.91702850965,6562.441757796232,10.3163168672,788.9082341446908,,
Haiti,HTI,2011,1011,26208,2080,2970,1355,7278,2427,89,9311,84,508,11,1134,709,11313,64,1488,2887,1409,7101,226,35,7754,118,1207,887,,1111.9981106477337,6451.608643497105,10.3587136682,755.3025036620492,,
Haiti,HTI,2012,1041,26651,2128,2995,1385,7413,2427,88,9545,88,495,10,1115,727,9983,66,1444,2891,1357,6856,232,126,5524,116,1160,907,,975.7310555573777,6371.664777947844,10.4533363063,727.1058398229102,,
Haiti,HTI,2013,1074,27059,2162,3014,1411,7515,2424,87,9766,91,481,10,1070,742,8378,69,1415,2880,1298,6578,239,0,5031,114,1113,920,,961.1553085528009,6324.308188482557,10.4211350206,701.5050368021456,,
Haiti,HTI,2014,1107,27507,2211,3041,1440,7653,2429,86,10001,94,472,10,1074,758,6882,71,1389,2872,1247,6364,245,12,4359,112,1084,935,,949.7156466167511,6280.655342011333,10.4663769983,675.2088552726597,,
Haiti,HTI,2015,1141,28026,2265,3074,1472,7814,2437,85,10260,98,462,10,1050,775,5826,73,1356,2865,1210,6164,251,0,4166,110,1052,952,,914.6064606639391,6149.834000358707,10.4901551042,637.8694320060467,,
Haiti,HTI,2016,1192,28743,2324,3129,1508,8005,2460,85,10555,103,456,10,1043,792,5336,76,1322,2879,1192,5994,258,1342,4117,109,1032,971,,884.4563075742107,6062.654106625531,10.5304261622,605.9417955132371,0,7
Haiti,HTI,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.8807653822772,6003.045544863224,,590.8530455224256,,
High SDI,,1990,423000,3345879,116254,348134,161783,347702,159872,5186,1892498,39867,18492,13,20718,34865,37624,13942,28689,162214,1817,48114,25748,557,5261,7395,9754,144400,,9030.739641254475,261999.18154085643,117.765839236,4414.671723091678,,
High SDI,,1991,437532,3333514,116993,352759,162348,352395,160746,5692,1922819,41056,18505,12,20708,35210,44814,14782,27552,160835,1791,45862,26514,577,5394,7495,9924,145112,,8513.021039096613,266462.0159797542,115.141645085,4583.251434571738,,
High SDI,,1992,452500,3308766,118195,356777,162404,357364,161526,6323,1951006,42216,18311,11,20487,35112,50954,15674,26348,157765,1724,42913,27039,382,5564,7504,10214,145525,,8091.4210347094195,271527.42816091445,112.666808243,4633.88906536094,,
High SDI,,1993,468484,3312326,120562,365181,163092,365336,162775,7163,1983854,43432,18375,11,20424,35144,56807,16682,25353,155398,1651,40527,27662,841,5743,7690,10583,146372,,8032.589767104871,283514.0367651262,110.593496379,4827.08160620517,,
High SDI,,1994,483825,3294407,122460,369681,163397,372384,163981,8141,2012114,44650,18185,10,20531,34755,63072,17838,24428,153750,1617,38798,28336,433,5957,7733,10927,147184,,7870.554506671001,288322.7465873665,108.891794576,4994.134394827161,,
High SDI,,1995,500680,3289356,125263,377785,163515,381825,165272,9271,2042965,46044,18061,9,20467,33971,63287,19079,23822,151685,1474,36333,28740,6100,6245,7760,11414,147804,,7695.690464814339,297165.5681169391,107.59652986,5287.514801982263,,
High SDI,,1996,516203,3249514,127276,381554,162769,388839,165920,10182,2060616,47233,17866,9,19872,32781,49058,20334,22752,148109,1440,34697,28719,560,6535,7673,11692,147838,,7486.115998787333,300742.2987266146,105.476673684,5529.4722748340255,,
High SDI,,1997,532095,3206125,129499,384919,162461,395334,166736,11104,2072148,48399,17346,8,19854,31767,27738,21701,21965,145452,1399,33285,28908,514,6921,7479,12014,148922,,7301.422675775869,306502.67491645337,103.992458447,5776.824288118868,,
High SDI,,1998,549126,3189065,133381,391491,162942,405595,168311,12066,2097674,49642,17145,7,19849,30847,21909,23288,21415,142909,1356,32406,29321,1123,7517,7388,12387,151033,,6920.460889325357,313373.28733415646,102.623661602,6126.85276671317,,
High SDI,,1999,567094,3177031,138273,400730,164507,417028,169933,12324,2121944,51011,17011,7,19751,30137,22680,25062,20704,140453,1368,31934,29656,3219,8509,7268,12621,151840,,6612.740934112542,318513.0069119665,101.333131369,6470.840876300736,,
High SDI,,2000,585182,3133562,141747,402788,164942,424454,171143,12279,2137208,52521,16744,6,19419,29721,21651,26731,19673,137298,1367,31247,29874,337,9527,7091,12606,152365,,6241.443820294049,316301.682142231,99.5803694301,6692.2486081889365,,
High SDI,,2001,602055,3100078,146154,404689,166307,434364,172793,11890,2154669,54215,16471,6,19305,29620,21304,28465,18799,134468,1343,30564,30436,503,10693,7154,12536,153691,,5944.3259176721085,311633.6948657412,97.7491655187,6837.177062842233,,
High SDI,,2002,618217,3073003,151132,409396,167655,444821,174511,11229,2174771,55898,16406,5,19121,29414,20997,30419,17984,131541,1341,30088,30793,486,12163,7116,12540,155036,,5670.372903046032,314918.8358383227,95.3268223601,6993.782525997107,,
High SDI,,2003,634242,3043371,156266,414665,169366,454538,175961,10116,2195666,57565,16954,5,18926,29183,20442,32441,17258,128245,1419,29788,31352,466,13901,7205,12556,156459,,5490.620450117469,319049.53707505384,93.1515767927,7098.487143539914,,
High SDI,,2004,650741,2983737,160578,414304,170242,460150,176980,8689,2211114,59229,15841,5,18742,28926,19613,34449,16476,124833,1483,29168,31941,523,15650,7105,12358,157235,,5166.859529865666,315968.2745473024,90.6230749643,6955.176137567752,,
High SDI,,2005,673227,2964332,166734,420533,172877,470317,179288,7081,2235727,61289,15921,4,18854,28855,18837,36664,15972,122129,1537,28908,32597,2168,17729,7195,12493,158562,,5039.405575856569,323163.26361228357,89.1774436332,7141.441016394962,,
High SDI,,2006,696754,2934360,172082,423304,175029,476886,181171,5481,2255845,63404,15646,4,18777,28641,18107,38790,15381,119032,1588,28848,33124,334,19770,7198,12465,159297,,4905.423398412681,324134.22194671974,86.9000047657,7232.838472993978,,
High SDI,,2007,720164,2917249,177871,430389,177138,484591,183025,4687,2279603,65577,15676,4,18774,28275,17147,40522,14888,115668,1605,28750,33564,283,21698,7180,12629,160297,,4805.232142707444,328485.28771730355,85.2735575824,7417.277735517865,,
High SDI,,2008,743304,2901363,183604,438025,178989,491809,184810,4113,2304831,67743,15352,4,18682,27750,15815,42036,14451,111393,1623,27780,33934,358,23353,7157,12852,161305,,4730.260233822708,335754.9358927291,83.0687936305,7725.862477485407,,
High SDI,,2009,767503,2884149,188500,443926,180242,497997,186313,3723,2328249,69910,15184,4,18530,27152,14661,43399,13997,107230,1682,26418,34073,1213,24748,7158,13030,162281,,4617.2330045721765,339523.5877636133,81.5889875275,7947.276448160628,,
High SDI,,2010,798492,2884303,194858,451791,181495,507276,188534,3481,2354771,72323,14953,3,18528,26631,13315,44610,13670,103846,1627,25143,34315,359,26176,7333,13335,162722,,4482.857813231184,344603.05504144455,80.0550855697,8161.764195523454,,
High SDI,,2011,828934,2900251,201864,460299,182453,515603,190704,3327,2382432,74430,14885,3,18401,26358,12267,45956,13416,101738,1648,24450,34602,20081,27706,7251,13644,162643,,4375.940558463053,355350.5257848952,78.9761978605,8465.533244407208,,
High SDI,,2012,858504,2936237,208866,470455,183940,526703,193471,3229,2418024,76602,14840,3,18420,26150,11698,47022,13266,100025,1668,23911,34891,423,28877,7297,14041,162096,,4267.498860379129,363172.6273540727,79.0723573406,8752.669894322826,,
High SDI,,2013,885081,2960569,214356,478586,185045,535112,195872,3194,2446598,78647,14826,3,18225,25953,11353,48145,13131,98716,1703,23420,35170,358,29390,7301,14348,161733,,4205.703133716717,371182.83580018237,78.5804637561,9004.990722835804,,
High SDI,,2014,911829,2987738,218785,483891,185969,543887,198707,3237,2472822,80582,14836,3,17949,25963,10912,49114,13112,98794,1713,23052,35309,319,29497,7195,14727,161638,,4135.959600985079,377678.8094879775,78.5241736753,9287.385751718102,,
High SDI,,2015,940381,3064426,222592,493891,188045,556436,203666,3436,2516921,82731,15028,3,18032,26437,10922,48806,13263,100606,1651,22901,35668,208,29337,7228,15099,162677,,4180.655223261691,391437.5910688655,79.0805709304,9723.886441882156,,
High SDI,,2016,969191,3141897,227606,504211,190482,570468,208676,3599,2562568,84911,15217,3,18089,26579,10641,48625,13500,101653,1634,22654,35927,540,29391,7299,15504,163476,,4238.729007719384,401524.31255004037,80.0003453779,9822.640988805315,,
High SDI,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273.254762164005,411044.28006370174,,10031.01743923996,,
High-income,,1990,440754,3232960,123824,364953,166974,357722,160877,4907,1906215,41006,18634,22,19111,34122,39518,13576,27561,159938,2170,53756,22299,554,6931,6599,11632,139724,,9160.42252275115,258069.51556743795,,5321.592842242542,,
High-income,,1991,456462,3211756,124559,370404,166659,362889,161804,5448,1934580,42327,18565,21,18901,34205,47360,14513,26249,157981,2116,51347,22722,689,6961,6627,11797,140002,,8696.508493172261,262296.04152398126,,5380.304971439753,,
High-income,,1992,472651,3190838,125924,376056,166207,368634,162714,6154,1963925,43623,18242,19,18616,33926,54556,15534,24955,155019,2036,48400,23131,410,7012,6620,12073,140278,,8249.691976036283,267867.2887422186,,5456.112911723007,,
High-income,,1993,490214,3197301,128573,386407,166597,378062,164282,7092,1998491,45002,18226,18,18590,33760,61432,16660,23926,152743,1946,45960,23663,890,7145,6716,12456,140975,,8206.21002880316,280656.7778076103,,5634.052134013124,,
High-income,,1994,506981,3176788,130441,392192,166372,385681,165673,8177,2026985,46365,17995,17,18501,33249,68509,17860,22878,150735,1880,43431,24147,387,7277,6714,12801,141618,,7957.305068748774,285548.43082347495,,5793.603173612639,,
High-income,,1995,525473,3176115,133554,402675,166177,396332,167380,9424,2058678,47921,17783,16,18593,32489,70072,19151,22296,148742,1759,41164,24530,6109,7575,6747,13370,142433,,7816.182079471898,295433.7217627221,,6170.863010301113,,
High-income,,1996,542427,3148305,135891,409053,165456,404520,168508,10467,2078977,49215,17764,15,18463,31557,56223,20485,21433,145926,1755,39809,24851,528,7854,6692,13722,143005,,7666.121053581818,300378.77214859845,,6526.675871059402,,
High-income,,1997,559620,3110521,138080,414678,164665,411591,169460,11477,2089933,50476,17350,14,18502,30740,33188,21871,20779,143716,1735,38895,25161,465,8256,6539,14168,144193,,7415.707853623854,307529.6928819106,,6958.526782655346,,
High-income,,1998,577967,3101222,142125,423996,164489,423198,171268,12475,2115217,51809,17106,13,18534,30043,26283,23382,20335,141530,1715,38166,25540,1128,8860,6442,14706,146096,,7095.417171449755,316042.76088306203,,7528.891282296221,,
High-income,,1999,596905,3093740,146946,434972,165391,435350,173009,12635,2138451,53239,17021,13,18499,29658,26880,25087,19759,139085,1753,37544,25918,852,9869,6328,15011,146677,,6804.964781227491,322507.21458182955,,8007.254715463105,,
High-income,,2000,615813,3056532,150697,437294,165770,443772,174323,12544,2154781,54785,16808,12,18434,29600,25658,26714,18835,136536,1720,36769,26199,231,10879,6180,15007,147331,,6424.336207595843,320146.92433365533,,8261.316643245997,,
High-income,,2001,634019,3025787,155588,440061,167026,454957,176224,12098,2172937,56544,16525,11,18325,29724,25233,28396,18021,133970,1740,36049,26611,300,12063,6146,14954,148540,,6136.533628937535,316414.3587226075,,8473.609268836122,,
High-income,,2002,651493,3006033,161256,446026,168395,466785,178282,11426,2194805,58293,16493,10,18231,29760,24997,30375,17355,131242,1769,35636,26982,486,13581,6128,15069,150013,,5872.158796473052,320299.0396686074,,8754.61043757912,,
High-income,,2003,668889,2980372,166992,452326,169984,477878,180105,10313,2217162,60044,17116,10,18123,29567,24547,32422,16682,128160,1831,35269,27437,466,15358,6226,15127,151412,,5709.669920305472,325228.99396113615,,8892.781225865427,,
High-income,,2004,686235,2918267,171502,451656,170204,483604,181152,8869,2231705,61755,15963,9,17924,29321,23323,34487,15915,124500,1896,34359,27804,461,17098,6122,14852,151922,,5354.483338169433,321972.62509985885,,8627.8698801151,,
High-income,,2005,709736,2895765,177952,458386,172147,493902,183481,7247,2255836,63865,16017,8,17936,29256,22395,36690,15377,121836,1952,33804,28142,2143,19183,6168,14900,153031,,5193.157867478288,328959.5198599973,,8697.902509988677,,
High-income,,2006,734272,2861416,183505,460251,173746,500544,185507,5625,2275052,65987,15742,8,17840,29122,21512,38815,14798,118846,2017,33503,28421,351,21244,6164,14811,153786,,5061.356118173724,330743.3865978503,,8721.53593998346,,
High-income,,2007,758920,2844097,189871,467501,175491,509248,187654,4824,2298950,68187,15832,7,17819,28798,20596,40584,14343,115513,2037,33260,28723,277,23217,6181,14984,154984,,4988.9551688687,336210.65829814016,,8921.30788483705,,
High-income,,2008,783214,2828348,195935,474458,177429,516828,189701,4219,2325042,70372,15552,7,17838,28480,19014,42145,13968,111658,2061,32183,29132,309,24920,6213,15127,156322,,4915.812573700195,342435.7356383953,,9122.390164217522,,
High-income,,2009,808439,2811159,201359,480169,179146,523782,191504,3809,2349620,72560,15482,7,17771,28050,17789,43536,13652,107992,2164,30815,29411,531,26355,6244,15294,157601,,4814.455578462613,346922.77667039324,,9318.850555181745,,
High-income,,2010,840624,2815036,208349,488461,180765,533988,194093,3531,2377873,75009,15425,6,17795,27690,16234,44785,13428,104975,2088,29581,29716,889,27860,6422,15600,158285,,4686.148973821147,352636.950278467,,9510.059477802744,,
High-income,,2011,872155,2831886,215773,497184,181881,542540,196585,3328,2406008,77189,15200,6,17727,27552,15098,46170,13210,103052,2091,28793,29975,20082,29421,6405,15854,158426,,4573.6907341120295,363559.12278794893,,9758.572073233436,,
High-income,,2012,902734,2868253,223612,507912,183628,554262,199674,3202,2441302,79436,15172,6,17788,27495,14540,47263,13101,101643,2098,28096,30252,423,30639,6470,16216,158174,,4478.723574287283,371812.56836488354,,9995.560334677288,,
High-income,,2013,929984,2891910,229759,515194,185061,562697,202276,3156,2469755,81533,15196,5,17643,27468,14077,48402,13000,100768,2131,27494,30607,417,31184,6540,16468,158227,,4410.946759628678,380444.3977430628,,10216.194500241376,,
High-income,,2014,957461,2922717,234656,520802,186416,571702,205502,3195,2497231,83522,15230,5,17440,27641,13482,49374,13001,101113,2143,27094,30872,312,31304,6498,16800,158644,,4346.022774989769,386513.672023191,,10444.026774785165,,
High-income,,2015,986709,3001014,238486,531996,188786,584271,210714,3393,2543471,85730,15431,5,17552,28098,13525,49080,13155,102833,2070,26880,31232,413,31151,6552,17271,159730,,4365.942972797373,399514.8579682804,,10891.759609969438,,
High-income,,2016,1016372,3078972,243882,543778,191453,598916,216033,3558,2590998,88003,15636,5,17612,28214,13165,48941,13367,103791,2045,26586,31516,296,31267,6638,17766,160557,,4428.453080294448,408990.7983177672,,11031.650993533958,,
High-income,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464.760891706563,418142.74867436034,,11269.68741161303,,
High-income Asia Pacific,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.8752742492077,59548.37328041793,8.03036860888,375.168154633128,,
High-income Asia Pacific,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.5392516250406,61966.31892851574,7.8613477276,388.7265833355408,,
High-income Asia Pacific,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.2255065826553,64618.28178703458,7.74054398273,399.340279585557,,
High-income Asia Pacific,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.8637772575262,67114.34843711236,7.6214550079,436.1402934380314,,
High-income Asia Pacific,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.429369154552,68301.26337482799,7.57722474585,483.95741189853055,,
High-income Asia Pacific,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.6528726241372,70183.14265470888,7.5617625148,595.5290181075633,,
High-income Asia Pacific,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.459414135863,69026.32150996932,7.40016451932,648.0846159539577,,
High-income Asia Pacific,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.8570163693358,70348.2451087946,7.31277192171,702.6499064455401,,
High-income Asia Pacific,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.9983299124973,72988.34971367745,7.25014986896,791.5281742656898,,
High-income Asia Pacific,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0517098160959,75971.56830395314,7.1986205934,808.6970739785212,,
High-income Asia Pacific,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.1498450953997,75561.38429514122,7.14427539882,787.2059371677357,,
High-income Asia Pacific,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.4677258863362,75695.98325685502,7.02278961314,765.832271394156,,
High-income Asia Pacific,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.3244075340754,77017.19493226639,6.91997788207,747.4710132315656,,
High-income Asia Pacific,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.2341569109689,80035.80247630861,6.85704405076,755.0299674844878,,
High-income Asia Pacific,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.2188997362946,82499.0393079041,6.80464811014,760.4456845234185,,
High-income Asia Pacific,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0389295584345,87020.62373850626,6.82183830891,790.1082983572555,,
High-income Asia Pacific,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.2670673996364,88929.39868389303,6.75755608389,788.8712949585977,,
High-income Asia Pacific,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.1444862989715,91760.24888672175,6.76286280502,802.8505640131233,,
High-income Asia Pacific,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.0284186503469,94768.8911686676,6.73049488515,817.4028191678485,,
High-income Asia Pacific,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.3990084689225,97069.54629369437,6.74678438177,829.4562564537031,,
High-income Asia Pacific,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.7038966943937,101378.04316253118,6.80867945972,851.0007115655357,,
High-income Asia Pacific,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1635177368534,106135.92855026206,6.81054253315,873.5754631451032,,
High-income Asia Pacific,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.508802479809,108708.27033101258,6.88709222589,878.7814771536982,,
High-income Asia Pacific,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.401673769402,111097.12803685009,6.88269438079,882.4942795901795,,
High-income Asia Pacific,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.3779755516659,113041.11909307273,6.87947769991,886.274583467504,,
High-income Asia Pacific,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.3096976214084,115850.35640562643,6.92635563165,890.1803865658554,,
High-income Asia Pacific,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.623512226702,120867.75916041517,7.02859740975,920.7789070491639,,
High-income Asia Pacific,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.2308235161946,125764.75891539901,,949.5675215160777,,
High-middle SDI,,1990,191088,2907684,80388,477453,122235,221911,115913,10654,1195139,18994,27589,998,69688,70394,13641,26224,71922,198122,11323,213661,41629,40802,54337,23280,14800,129076,,29151.479963752954,286304.2065266642,4317.7341783,16198.637882053921,,
High-middle SDI,,1991,197419,2967509,82333,485224,126036,228612,117742,10675,1217487,19516,28175,1029,69759,75187,16720,26998,71606,201537,11009,201634,44945,1023,50106,23956,14597,133979,,28182.418413103645,280478.8978716654,4375.89109039,16512.86871448957,,
High-middle SDI,,1992,203630,3097368,84848,502858,132403,237456,121281,10606,1259449,20033,29588,1011,71293,83581,20341,28645,73596,207802,10667,190110,52457,1847,46646,26207,14431,143987,,27496.408023301854,277423.3326179916,4429.16618795,15273.445944627636,,
High-middle SDI,,1993,210138,3342160,88333,523790,142073,250441,126012,10635,1322998,20564,32217,1013,75296,95428,25351,30980,78178,217785,10514,180517,63952,2449,44017,30395,14394,159446,,27270.64251996038,278004.5587508539,4477.36001518,14854.221882697657,,
High-middle SDI,,1994,216610,3509333,91204,537274,150540,261040,129229,10642,1366447,21128,34104,1063,78450,104665,29740,32914,82170,224231,10421,172342,72374,2244,41249,33020,14294,171193,,27559.253207747097,277410.3442301095,4528.48769978,14462.558011696205,,
High-middle SDI,,1995,223304,3528089,93084,538558,154641,267243,129878,10537,1373763,21708,34261,1080,78802,106656,33688,33532,84098,223339,10022,164479,71946,2723,38349,32076,13955,172605,,26726.81976528543,273756.87242778693,4563.07187718,13782.23118951653,,
High-middle SDI,,1996,229141,3471030,93906,529887,153543,268948,128294,10504,1364163,22447,33457,1102,75909,103649,35976,33777,82341,218675,9518,157594,67041,2449,35263,30795,13625,167486,,24620.15087271124,268216.95802435064,4542.04825547,13070.027944671654,,
High-middle SDI,,1997,235152,3419174,94783,523307,151935,270711,126649,10493,1359348,23281,32371,1159,72701,99473,32308,34053,79524,214617,8981,151326,62170,4117,32516,28584,13363,162409,,23206.710133125027,261866.23959394966,4510.8667154,12591.257743653225,,
High-middle SDI,,1998,242078,3417490,96700,518956,151040,275132,126260,10381,1365599,24313,31435,1156,71000,98385,29688,34722,78167,213766,8492,144972,60498,1269,29691,27920,13064,160654,,21837.562497480907,255475.24223480315,4451.4653207,12037.22008847539,,
High-middle SDI,,1999,249353,3555626,100926,518750,155166,284665,128305,10254,1401158,25522,32601,959,71370,101044,33065,35356,80897,219268,8108,139362,64501,19906,26846,28832,12902,167178,,20411.109025170237,253146.33926187077,4417.01755845,11473.825217876016,,
High-middle SDI,,2000,255870,3636815,103772,512568,160385,288729,129940,10030,1427550,26788,33119,824,70468,101877,34253,36544,81735,223752,7469,133445,69293,1205,24439,29414,12652,170179,,19064.45709752396,249264.13850082457,4347.46806476,10891.12590395168,,
High-middle SDI,,2001,263476,3682807,106996,502273,166037,293685,131426,9861,1446214,27681,32901,744,68279,99573,33590,37224,81066,227801,7127,128207,72465,1201,22647,29254,12488,168366,,17623.71567985288,246007.96847492026,4326.58057993,10407.82765361524,,
High-middle SDI,,2002,271485,3754710,110514,498164,172933,300264,133229,9571,1468007,28634,33375,695,65977,97826,34039,37508,80790,232035,6922,123378,74896,1230,21189,29651,12317,167681,,16540.969216922538,245274.58975319032,4294.46027568,9892.36596253463,,
High-middle SDI,,2003,281488,3786718,113810,476015,178927,307261,134559,9069,1480163,29730,33098,660,62929,95744,35281,37932,79773,235253,6738,118843,75782,41573,19773,29647,12032,166934,,15218.078479695132,245809.3599851923,4257.59130471,9413.233112959393,,
High-middle SDI,,2004,290303,3773012,115737,457616,184070,310564,135109,8664,1486572,30756,32366,636,60347,92557,35887,38081,78208,236519,6393,114221,74758,1723,18282,28996,11586,164978,,14364.238524743922,244109.68394230993,4213.73426555,8835.572420619821,,
High-middle SDI,,2005,300696,3811025,118511,447756,190510,317111,136511,8373,1505733,31919,31698,613,57883,89337,40753,38226,76748,237161,6130,109491,73480,1795,17146,28363,11364,163425,,13644.836748096626,243968.80435093833,4174.34974415,8358.70512136233,,
High-middle SDI,,2006,309591,3706808,119323,425708,188344,317419,135334,7980,1494855,32732,29572,590,53253,83156,41413,37300,70427,231882,5929,104894,67697,1735,16163,25948,11162,155359,,12601.713187106667,239947.18272298475,4100.37899185,8125.274367628744,,
High-middle SDI,,2007,319243,3683350,120730,412755,190275,319882,135671,7531,1501600,33624,28396,571,50856,78787,42701,36455,66141,227593,5731,101418,64228,1071,15397,23769,11082,151126,,12135.874865256019,240771.292704516,4029.12516482,7953.5608357652345,,
